Corporation,Rating,Credit_Score,Default_Probability,Raw_Log_Odds,Score_Percentile
SunOpta Inc.,B-,1000,0.07222222222222223,1.0594481817619954,50.0064061499039
Sysco Corp.,AA,1000,0.0,-12.949243168106902,50.0064061499039
Sysco Corp.,A,1000,0.0,-9.547833641598489,50.0064061499039
"T-MOBILE US, INC",BB+,1000,0.0,-3.172792359657464,50.0064061499039
"T-MOBILE US, INC",BB+,1000,0.0,-3.172792359657464,50.0064061499039
"T-MOBILE US, INC",BB+,1000,0.0,-3.172792359657464,50.0064061499039
"T-MOBILE US, INC",BB+,1000,0.0,-3.172792359657464,50.0064061499039
"T-Mobile USA, Inc.",BB-,1000,0.0,-1.012123305800916,50.0064061499039
TARGET CORPORATION,A-,1000,0.0,-8.411385605678534,50.0064061499039
TARGET CORPORATION,A-,1000,0.0,-8.419187036876929,50.0064061499039
TARGET CORPORATION,A-,1000,0.0,-8.419187036876929,50.0064061499039
TARGET CORPORATION,A-,1000,0.0,-8.419187036876929,50.0064061499039
TARGET CORPORATION,A,1000,0.0,-9.499521563805201,50.0064061499039
TE CONNECTIVITY LTD,A+,1000,0.0,-10.22685765321882,50.0064061499039
TE CONNECTIVITY LTD,A+,1000,0.0,-10.22685765321882,50.0064061499039
TE CONNECTIVITY LTD,A+,1000,0.0,-10.22685765321882,50.0064061499039
TE CONNECTIVITY LTD,A+,1000,0.0,-10.0646150040404,50.0064061499039
TEGNA Inc.,BB+,1000,0.0,-3.5175957918854337,50.0064061499039
TELEFONICA SA,BB+,1000,0.0,-3.087763961160519,50.0064061499039
TELEFONICA SA,BB+,1000,0.0,-3.087763961160519,50.0064061499039
TELEFONICA SA,BB,1000,0.0,-2.007429434232245,50.0064061499039
TENET HEALTHCARE CORPORATION,B,1000,0.539045289044931,1.5145308754544473,50.0064061499039
TENET HEALTHCARE CORPORATION,B,1000,0.539045289044931,1.5145308754544473,50.0064061499039
TENET HEALTHCARE CORPORATION,B,1000,0.539045289044931,1.5145308754544473,50.0064061499039
TENET HEALTHCARE CORPORATION,B-,1000,0.980952380952381,2.594865402382723,50.0064061499039
TENNECO INC,BBB,1000,0.0,-6.293869125978716,50.0064061499039
TENNECO INC,BBB+,1000,0.0,-7.37420365290699,50.0064061499039
TENNECO INC,A-,1000,0.0,-8.454538179835266,50.0064061499039
TENNECO INC,BBB+,1000,0.0,-7.37420365290699,50.0064061499039
TENNECO INC,A-,1000,0.0,-8.454538179835266,50.0064061499039
TEREX CORPORATION,B+,1000,0.0,-0.43011910565949485,50.0064061499039
TEREX CORPORATION,B+,1000,0.0,-0.43011910565949485,50.0064061499039
TEREX CORPORATION,B+,1000,0.0,-0.43011910565949485,50.0064061499039
TEREX CORPORATION,BB,1000,0.0,-2.590788159516043,50.0064061499039
TEXAS INSTRUMENTS INCORPORATED,AA-,1000,0.0,-11.635260201492413,50.0064061499039
TEXAS INSTRUMENTS INCORPORATED,AA-,1000,0.0,-11.635260201492413,50.0064061499039
TEXAS INSTRUMENTS INCORPORATED,AA-,1000,0.0,-11.635260201492413,50.0064061499039
TEXAS INSTRUMENTS INCORPORATED,AA-,1000,0.0,-11.635260201492413,50.0064061499039
TEXAS INSTRUMENTS INCORPORATED,AA-,1000,0.0,-11.635260201492413,50.0064061499039
TEXTRON INC,BBB-,1000,0.0,-4.853993899398414,50.0064061499039
TEXTRON INC,BBB,1000,0.0,-5.934328426326687,50.0064061499039
TEXTRON INC,BBB,1000,0.0,-5.934328426326687,50.0064061499039
TEXTRON INC,BBB,1000,0.0,-5.934328426326687,50.0064061499039
THERMO FISHER SCIENTIFIC INC.,BBB-,1000,0.0,-4.781920467029654,50.0064061499039
THERMO FISHER SCIENTIFIC INC.,BBB-,1000,0.0,-4.781920467029654,50.0064061499039
THERMO FISHER SCIENTIFIC INC.,BBB-,1000,0.0,-4.781920467029654,50.0064061499039
THERMO FISHER SCIENTIFIC INC.,BBB-,1000,0.0,-4.781920467029654,50.0064061499039
THOMSON REUTERS CORPORATION,BBB+,1000,0.0,-6.881841414302171,50.0064061499039
THOMSON REUTERS CORPORATION,BBB+,1000,0.0,-6.881841414302171,50.0064061499039
THOMSON REUTERS CORPORATION,BBB,1000,0.0,-5.801506887373897,50.0064061499039
THOMSON REUTERS CORPORATION,BBB,1000,0.0,-5.801506887373897,50.0064061499039
TIMKEN COMPANY,BBB,1000,0.0,-6.0404647041172055,50.0064061499039
TIMKEN COMPANY,BBB,1000,0.0,-6.0404647041172055,50.0064061499039
TIMKEN COMPANY,BBB,1000,0.0,-6.0404647041172055,50.0064061499039
TIMKEN COMPANY,BBB-,1000,0.0,-4.960130177188933,50.0064061499039
TMS International Corp.,CCC+,1000,0.9907407407407408,2.920148044941099,50.0064061499039
TMS International Corporation,B-,1000,0.734903381642512,1.839813518012825,50.0064061499039
"TOLL BROTHERS, INC",A-,1000,0.0,-8.002223484985754,50.0064061499039
"TOLL BROTHERS, INC",A-,1000,0.0,-8.002223484985754,50.0064061499039
"TOLL BROTHERS, INC",BBB+,1000,0.0,-6.921888958057478,50.0064061499039
"TOLL BROTHERS, INC",BBB,1000,0.0,-5.841554431129206,50.0064061499039
"TRINITY INDUSTRIES, INC",BB+,1000,0.0,-3.871475527475514,50.0064061499039
"TRINITY INDUSTRIES, INC",BB+,1000,0.0,-3.871475527475514,50.0064061499039
"TRINITY INDUSTRIES, INC",BB+,1000,0.0,-3.871475527475514,50.0064061499039
"TTM Technologies, Inc.",BB,1000,0.0,-2.57288890354285,50.0064061499039
TUPPERWARE BRANDS CORPORATION,A,1000,0.0,-9.447425575604788,50.0064061499039
TUPPERWARE BRANDS CORPORATION,A-,1000,0.0,-8.367091048676516,50.0064061499039
TUPPERWARE BRANDS CORPORATION,A-,1000,0.0,-8.367091048676516,50.0064061499039
TUPPERWARE BRANDS CORPORATION,A-,1000,0.0,-8.367091048676516,50.0064061499039
Targa Resources Corp.,BB-,1000,0.0,-1.8676065348054287,50.0064061499039
Targa Resources Corp.,B+,1000,0.0,-0.7872720078771547,50.0064061499039
Target Corp.,AA,1000,0.0,-12.73272371339163,50.0064061499039
Target Corp.,AA,1000,0.0,-12.740525144590025,50.0064061499039
Tata Motors Ltd.,BB,1000,0.0,-2.57288890354285,50.0064061499039
TechnipFMC Plc,BBB+,1000,0.0,-6.92116576945226,50.0064061499039
Teck Resources Limited,BBB-,1000,0.0,-4.703722524959465,50.0064061499039
Teck Resources Limited,BB+,1000,0.0,-3.6233879980311894,50.0064061499039
Teck Resources Limited,BB-,1000,0.0,-1.4627189441746413,50.0064061499039
Teck Resources Ltd.,BBB-,1000,0.0,-4.703722524959465,50.0064061499039
Teck Resources Ltd.,BBB-,1000,0.0,-4.703722524959465,50.0064061499039
Teck Resources Ltd.,BBB-,1000,0.0,-4.703722524959465,50.0064061499039
Teck Resources Ltd.,BB+,1000,0.0,-3.6233879980311894,50.0064061499039
Teleflex Incorporated,BB,1000,0.0,-2.63296880467348,50.0064061499039
Teleflex Incorporated,B+,1000,0.0,-0.47229975081693176,50.0064061499039
Teleflex Incorporated,BB,1000,0.0,-2.63296880467348,50.0064061499039
Telefonica Brasil S.A.,BBB,1000,0.0,-5.833040230290392,50.0064061499039
Tempur Sealy International Inc.,B,1000,0.02543859649122807,0.46171516376305277,50.0064061499039
Tempur Sealy International Inc.,BB-,1000,0.0,-1.6989538900934953,50.0064061499039
Tenet Healthcare Corp.,BB-,1000,0.0,-0.6461381784021025,50.0064061499039
Tenet Healthcare Corp.,BB,1000,0.0,-1.7264727053303766,50.0064061499039
Tenet Healthcare Corp.,CCC+,1000,1.0,3.675199929310997,50.0064061499039
Tenneco Inc.,BBB,1000,0.0,-6.293869125978716,50.0064061499039
"Tenneco, Inc.",BB+,1000,0.0,-4.133200072122168,50.0064061499039
Terex Corp.,BB,1000,0.0,-2.590788159516043,50.0064061499039
Terex Corporation,B-,1000,0.625,1.730549948197055,50.0064061499039
Teva Capital Services Switzerland GMBH,BBB+,1000,0.0,-7.1952667576504385,50.0064061499039
Teva Pharmaceutical Industries Ltd,A-,1000,0.0,-8.275601284578714,50.0064061499039
Teva Pharmaceutical Industries Ltd,BBB+,1000,0.0,-7.1952667576504385,50.0064061499039
Teva Pharmaceutical Industries Ltd.,BBB+,1000,0.0,-7.1952667576504385,50.0064061499039
Texas Gas Transmission LLC,BBB-,1000,0.0,-5.153253039922774,50.0064061499039
Texas Gas Transmission LLC,BBB-,1000,0.0,-5.153253039922774,50.0064061499039
Texas Gas Transmission LLC,BBB-,1000,0.0,-5.153253039922774,50.0064061499039
Texas Instruments Inc.,A+,1000,0.0,-10.55492567456414,50.0064061499039
"Texas Instruments, Incorporated",A+,1000,0.0,-10.55492567456414,50.0064061499039
Textron Inc.,A,1000,0.0,-9.175332007111509,50.0064061499039
Textron Inc.,BBB,1000,0.0,-5.934328426326687,50.0064061499039
"The Manitowoc Company, Inc.",BB-,1000,0.0,-0.9149736355866533,50.0064061499039
Thermo Fisher Scientific Inc.,BBB-,1000,0.0,-4.781920467029654,50.0064061499039
Thermo Fisher Scientific Inc.,BBB-,1000,0.0,-4.781920467029654,50.0064061499039
Thomson Reuters Corp.,A,1000,0.0,-9.042510468158719,50.0064061499039
Timken Co. (The),BBB-,1000,0.0,-4.960130177188933,50.0064061499039
Timken Company (The),BBB-,1000,0.0,-4.960130177188933,50.0064061499039
Titan International Inc.,B+,1000,0.0,-0.30705831402216965,50.0064061499039
Titan International Inc.,B,1000,0.09808612440191387,0.7732762129061062,50.0064061499039
"Titan International, Inc.",B-,1000,0.840855762594893,1.8536107398343802,50.0064061499039
"Townsquare Media, Inc.",B-,1000,0.9716931216931216,2.2760391922877696,50.0064061499039
"Townsquare Media, Inc.",B-,1000,0.9716931216931216,2.2760391922877696,50.0064061499039
"Townsquare Media, Inc.",CCC+,1000,1.0,3.3563737192160437,50.0064061499039
"Townsquare Media, Inc.",B-,1000,0.9716931216931216,2.2760391922877696,50.0064061499039
TransAlta Corp.,BB,1000,0.0,-2.1678134634499635,50.0064061499039
TransAlta Corporation,BBB-,1000,0.0,-4.328482517306513,50.0064061499039
TransAlta Corporation,BB+,1000,0.0,-3.2481479903782375,50.0064061499039
TransDigm Inc.,CCC+,1000,1.0,3.361285910726483,50.0064061499039
TransDigm Inc.,CCC+,1000,1.0,3.361285910726483,50.0064061499039
TransDigm Inc.,B-,1000,0.9427076144467449,2.280951383798209,50.0064061499039
TransDigm Inc.,CCC+,1000,1.0,3.361285910726483,50.0064061499039
"TreeHouse Foods, Inc.",B+,1000,0.0,-0.46454467219538564,50.0064061499039
"TreeHouse Foods, Inc.",BB,1000,0.0,-2.6252137260519337,50.0064061499039
"TreeHouse Foods, Inc.",BB,1000,0.0,-2.6252137260519337,50.0064061499039
TriMas Company LLC,BB-,1000,0.0,-1.4757291081767487,50.0064061499039
Trimas Company LLC,BB-,1000,0.0,-1.4757291081767487,50.0064061499039
Triton Container International Ltd.,BBB,1000,0.0,-5.237903575474633,50.0064061499039
Triton Container International Ltd.,BBB,1000,0.0,-5.237903575474633,50.0064061499039
Triton Container International Ltd.,BBB,1000,0.0,-5.237903575474633,50.0064061499039
Tupperware Brands Corporation,BBB-,1000,0.0,-5.126087467891699,50.0064061499039
Turkcell Iletisim Hizmetleri A.S,BBB-,1000,0.0,-5.132965779580809,50.0064061499039
Turkcell Iletisim Hizmetleri A.S.,BBB-,1000,0.0,-5.132965779580809,50.0064061499039
Turkcell Iletisim Hizmetleri A.S.,BBB-,1000,0.0,-5.132965779580809,50.0064061499039
Tutor Perini Corporation,BB-,1000,0.0,-1.6923478173268176,50.0064061499039
"Twitter, Inc.",BB-,1000,0.0,-0.5724609277889279,50.0064061499039
"Tyson Foods, Inc.",BBB-,1000,0.0,-5.238469445343366,50.0064061499039
UGI CORPORATION,BBB,1000,0.0,-5.619293444380778,50.0064061499039
UGI CORPORATION,BBB,1000,0.0,-5.619293444380778,50.0064061499039
UGI CORPORATION,BBB+,1000,0.0,-6.699627971309047,50.0064061499039
UNION PACIFIC CORPORATION,AAA,1000,0.0,-14.787054401260695,50.0064061499039
UNION PACIFIC CORPORATION,AAA,1000,0.0,-14.787054401260695,50.0064061499039
UNION PACIFIC CORPORATION,AA,1000,0.0,-12.626385347404147,50.0064061499039
UNION PACIFIC CORPORATION,AA,1000,0.0,-12.626385347404147,50.0064061499039
UNION PACIFIC CORPORATION,AA-,1000,0.0,-11.546050820475871,50.0064061499039
UNISYS CORPORATION,BB+,1000,0.0,-4.207051279898337,50.0064061499039
UNISYS CORPORATION,BB,1000,0.0,-3.1267167529700632,50.0064061499039
UNISYS CORPORATION,BB,1000,0.0,-3.1267167529700632,50.0064061499039
UNISYS CORPORATION,BB,1000,0.0,-3.1267167529700632,50.0064061499039
UNISYS CORPORATION,BB-,1000,0.0,-2.046382226041789,50.0064061499039
"UNITED PARCEL SERVICE, INC",AA-,1000,0.0,-11.232756243507675,50.0064061499039
"UNITED PARCEL SERVICE, INC",AA-,1000,0.0,-11.232756243507675,50.0064061499039
"UNITED PARCEL SERVICE, INC",AA-,1000,0.0,-11.232756243507675,50.0064061499039
"UNITED PARCEL SERVICE, INC",AA-,1000,0.0,-11.232756243507675,50.0064061499039
"UNITED RENTALS, INC",B+,1000,0.0,-0.5361375994463664,50.0064061499039
"UNITED RENTALS, INC",BB-,1000,0.0,-1.6164721263746404,50.0064061499039
"UNITED RENTALS, INC",BB-,1000,0.0,-1.6164721263746404,50.0064061499039
"UNITED RENTALS, INC",BB-,1000,0.0,-1.6164721263746404,50.0064061499039
"UNITED RENTALS, INC",BB,1000,0.0,-2.6968066533029145,50.0064061499039
UNITED STATES CELLULAR,BB-,1000,0.0,-1.2458703772605553,50.0064061499039
UNITED STATES CELLULAR,BB,1000,0.0,-2.3262049041888293,50.0064061499039
UNITED STATES CELLULAR,BB+,1000,0.0,-3.4065394311171033,50.0064061499039
UNITEDHEALTH GROUP,A+,1000,0.0,-10.910550989060129,50.0064061499039
UNITEDHEALTH GROUP,A,1000,0.0,-9.830216462131853,50.0064061499039
UNITEDHEALTH GROUP,A,1000,0.0,-9.830216462131853,50.0064061499039
UNITEDHEALTH GROUP,A,1000,0.0,-9.830216462131853,50.0064061499039
UNITEDHEALTH GROUP,A,1000,0.0,-9.830216462131853,50.0064061499039
UNITEDHEALTH GROUP,A,1000,0.0,-9.830216462131853,50.0064061499039
UNIVERSAL CORP,BBB-,1000,0.0,-5.236628880607615,50.0064061499039
UNIVERSAL CORP,BBB-,1000,0.0,-5.2017613539851055,50.0064061499039
UNIVERSAL CORP,BBB-,1000,0.0,-5.2017613539851055,50.0064061499039
UNIVERSAL CORP,BBB-,1000,0.0,-5.2017613539851055,50.0064061499039
"UNIVERSAL HEALTH SERVICES,",BBB,1000,0.0,-5.406750752320761,50.0064061499039
"UNIVERSAL HEALTH SERVICES,",BBB,1000,0.0,-5.406750752320761,50.0064061499039
"UNIVERSAL HEALTH SERVICES,",BBB+,1000,0.0,-6.487085279249035,50.0064061499039
"UNIVERSAL HEALTH SERVICES,",BBB+,1000,0.0,-6.487085279249035,50.0064061499039
Union Pacific Corporation,A-,1000,0.0,-8.305047239691051,50.0064061499039
Union Pacific Corporation,A-,1000,0.0,-8.305047239691051,50.0064061499039
Union Pacific Corporation,A-,1000,0.0,-8.305047239691051,50.0064061499039
United States Cellular Corp.,BB+,1000,0.0,-3.4065394311171033,50.0064061499039
United States Cellular Corporation,BB,1000,0.0,-2.3262049041888293,50.0064061499039
United States Cellular Corporation,BB+,1000,0.0,-3.4065394311171033,50.0064061499039
United States Cellular Corporation,BB,1000,0.0,-2.3262049041888293,50.0064061499039
United States Cellular Corporation,BB+,1000,0.0,-3.4065394311171033,50.0064061499039
United Utilities Water Finance PLC,BBB+,1000,0.0,-7.9172961695720385,50.0064061499039
United Utilities Water Finance PLC,A-,1000,0.0,-8.997630696500314,50.0064061499039
United Utilities Water Finance PLC,BBB+,1000,0.0,-7.980778770813236,50.0064061499039
United Utilities Water Finance PLC,BBB+,1000,0.0,-7.980778770813236,50.0064061499039
United Utilities Water Finance Plc,A-,1000,0.0,-9.061113297741512,50.0064061499039
UnitedHealth Group Incorporated,A-,1000,0.0,-8.74988193520358,50.0064061499039
Universal Hospital Services Inc.,B-,1000,0.9166666666666666,2.1555909361771564,50.0064061499039
V.F. CORPORATION,A+,1000,0.0,-10.510984865759154,50.0064061499039
V.F. CORPORATION,A+,1000,0.0,-10.510984865759154,50.0064061499039
V.F. CORPORATION,A+,1000,0.0,-10.510984865759154,50.0064061499039
V.F. CORPORATION,A+,1000,0.0,-10.510984865759154,50.0064061499039
V.F. CORPORATION,A+,1000,0.0,-10.510984865759154,50.0064061499039
VECTOR GROUP LTD,B,1000,0.24074074074074073,0.9584698131543359,50.0064061499039
VECTOR GROUP LTD,B,1000,0.24074074074074073,0.9584698131543359,50.0064061499039
VECTOR GROUP LTD,B,1000,0.24074074074074073,0.9584698131543359,50.0064061499039
VEON Ltd.,BB+,1000,0.0,-2.7157694916174346,50.0064061499039
VERISK ANALYTICS INC,BBB,1000,0.0,-6.090118088091428,50.0064061499039
VERISK ANALYTICS INC,BBB,1000,0.0,-6.090118088091428,50.0064061499039
VERISK ANALYTICS INC,BBB,1000,0.0,-6.090118088091428,50.0064061499039
VERISK ANALYTICS INC,BBB,1000,0.0,-6.090118088091428,50.0064061499039
VERISK ANALYTICS INC,BBB,1000,0.0,-6.090118088091428,50.0064061499039
VULCAN MATERIALS COMPANY,BB+,1000,0.0,-3.4740173315612086,50.0064061499039
VULCAN MATERIALS COMPANY,BBB-,1000,0.0,-4.554351858489484,50.0064061499039
VULCAN MATERIALS COMPANY,BBB-,1000,0.0,-4.554351858489484,50.0064061499039
VULCAN MATERIALS COMPANY,BBB-,1000,0.0,-4.554351858489484,50.0064061499039
Vale S.A.,BBB+,1000,0.0,-6.7687240967895494,50.0064061499039
Vale S.A.,BBB,1000,0.0,-5.688389569861277,50.0064061499039
Vale S.A.,BBB,1000,0.0,-5.688389569861277,50.0064061499039
Vale S.A.,BBB,1000,0.0,-5.688389569861277,50.0064061499039
Vale S.A.,BBB-,1000,0.0,-4.608055042933005,50.0064061499039
Vale S.A.,BBB,1000,0.0,-5.688389569861277,50.0064061499039
Valmont Industries Inc.,BBB+,1000,0.0,-7.5013534087895355,50.0064061499039
"Valmont Industries, Inc.",BBB-,1000,0.0,-5.340684354932987,50.0064061499039
Vector Group Ltd.,BB-,1000,0.0,-1.2021992407022122,50.0064061499039
"Verisk Analytics, Inc.",BBB+,1000,0.0,-7.1704526150197,50.0064061499039
"Verisk Analytics, Inc.",BBB-,1000,0.0,-5.009783561163156,50.0064061499039
Vishay Intertechnology Inc.,BB+,1000,0.0,-3.8837052542404074,50.0064061499039
Vista Outdoor Inc.,BB-,1000,0.0,-1.6981848211211332,50.0064061499039
Vulcan Materials Company,BB-,1000,0.0,-1.3133482777046606,50.0064061499039
Vulcan Materials Company,BB+,1000,0.0,-3.4740173315612086,50.0064061499039
Vulcan Materials Company,BB,1000,0.0,-2.3936828046329346,50.0064061499039
WALGREENS BOOTS ALLIANCE INC,A,1000,0.0,-9.742104406573796,50.0064061499039
WALGREENS BOOTS ALLIANCE INC,A,1000,0.0,-9.742104406573796,50.0064061499039
WALGREENS BOOTS ALLIANCE INC,A,1000,0.0,-9.742104406573796,50.0064061499039
WALGREENS BOOTS ALLIANCE INC,BBB+,1000,0.0,-7.097920398960076,50.0064061499039
WALGREENS BOOTS ALLIANCE INC,BBB+,1000,0.0,-7.097920398960076,50.0064061499039
WEATHERFORD INTERNATIONAL PLC,BB,1000,0.0,-2.340281466108502,50.0064061499039
WEATHERFORD INTERNATIONAL PLC,BB-,1000,0.0,-1.259946939180228,50.0064061499039
WEATHERFORD INTERNATIONAL PLC,BB-,1000,0.0,-1.259946939180228,50.0064061499039
WEATHERFORD INTERNATIONAL PLC,B+,1000,0.0,-0.179612412251954,50.0064061499039
WEC ENERGY GROUP INC,A+,1000,0.0,-9.879910431680708,50.0064061499039
WEC ENERGY GROUP INC,A+,1000,0.0,-9.879910431680708,50.0064061499039
WEC ENERGY GROUP INC,A-,1000,0.0,-7.71924137782416,50.0064061499039
WEC Energy Group Inc.,A,1000,0.0,-8.799575904752432,50.0064061499039
WEC Energy Group Inc.,A,1000,0.0,-8.799575904752432,50.0064061499039
"WEC Energy Group, Inc.",A-,1000,0.0,-7.71924137782416,50.0064061499039
"WEC Energy Group, Inc.",A-,1000,0.0,-7.71924137782416,50.0064061499039
WENDY'S COMPANY,B+,1000,0.0,-0.40119934886465103,50.0064061499039
WENDY'S COMPANY,B+,1000,0.0,-0.40119934886465103,50.0064061499039
WENDY'S COMPANY,B+,1000,0.0,-0.40119934886465103,50.0064061499039
WENDY'S COMPANY,B+,1000,0.0,-0.40119934886465103,50.0064061499039
WILLIAMS COMPANIES INC.,BB+,1000,0.0,-3.436819853141545,50.0064061499039
WILLIAMS COMPANIES INC.,BB+,1000,0.0,-3.436819853141545,50.0064061499039
WILLIAMS COMPANIES INC.,BB+,1000,0.0,-3.436819853141545,50.0064061499039
WILLIAMS COMPANIES INC.,BB+,1000,0.0,-3.436819853141545,50.0064061499039
WILLIAMS COMPANIES INC.,BB+,1000,0.0,-3.436819853141545,50.0064061499039
WILLIAMS COMPANIES INC.,BB+,1000,0.0,-3.436819853141545,50.0064061499039
"WORTHINGTON INDUSTRIES, INC",BBB,1000,0.0,-6.216283885957401,50.0064061499039
"WORTHINGTON INDUSTRIES, INC",BBB,1000,0.0,-6.216283885957401,50.0064061499039
"WORTHINGTON INDUSTRIES, INC",BBB-,1000,0.0,-5.135949359029128,50.0064061499039
"WORTHINGTON INDUSTRIES, INC",BBB-,1000,0.0,-5.134544109381094,50.0064061499039
"WORTHINGTON INDUSTRIES, INC",BB+,1000,0.0,-4.054209582452819,50.0064061499039
"WORTHINGTON INDUSTRIES, INC",BB+,1000,0.0,-4.054209582452819,50.0064061499039
WPP CP LLC,A,1000,0.0,-8.906382461637394,50.0064061499039
WPP PLC,A,1000,0.0,-8.906382461637394,50.0064061499039
WPP PLC,A,1000,0.0,-8.906382461637394,50.0064061499039
"WYNN RESORTS, LIMITED",BBB-,1000,0.0,-4.701460834522443,50.0064061499039
"WYNN RESORTS, LIMITED",BB+,1000,0.0,-3.6211263075941673,50.0064061499039
"WYNN RESORTS, LIMITED",BB,1000,0.0,-2.5407917806658933,50.0064061499039
"WYNN RESORTS, LIMITED",BB-,1000,0.0,-1.4604572537376193,50.0064061499039
Wabash National Corp.,BB,1000,0.0,-2.8316496914411413,50.0064061499039
Wabash National Corp.,BB,1000,0.0,-2.8316496914411413,50.0064061499039
Wabash National Corporation,BB-,1000,0.0,-1.7513151645128673,50.0064061499039
Waste Connections Inc.,BBB+,1000,0.0,-6.669644956287426,50.0064061499039
Waste Connections Inc.,BBB+,1000,0.0,-6.669644956287426,50.0064061499039
"Waste Connections, Inc.",BBB,1000,0.0,-5.589310429359154,50.0064061499039
"Waste Connections, Inc.",BBB,1000,0.0,-5.589310429359154,50.0064061499039
Weatherford International LLC,BBB-,1000,0.0,-4.500950519965052,50.0064061499039
Weatherford International LLC,BBB-,1000,0.0,-4.500950519965052,50.0064061499039
Wendy's Company,B,1000,0.05588235294117647,0.679135178063623,50.0064061499039
Wendy's International Inc.,CCC+,1000,0.9716931216931216,2.839804231920172,50.0064061499039
"Wendy's International, LLC",CCC+,1000,0.9716931216931216,2.839804231920172,50.0064061499039
Williams Companies Inc. (The),BB+,1000,0.0,-3.436819853141545,50.0064061499039
Williams Companies Inc. (The),BB+,1000,0.0,-3.436819853141545,50.0064061499039
Williams Companies Inc. (The),BB+,1000,0.0,-3.436819853141545,50.0064061499039
Wolverine World Wide Inc.,BBB-,1000,0.0,-5.037173101458064,50.0064061499039
Wolverine World Wide Inc.,BBB,1000,0.0,-6.1175076283863365,50.0064061499039
XCEL ENERGY INC.,AA-,1000,0.0,-10.902580521452949,50.0064061499039
XCEL ENERGY INC.,AA-,1000,0.0,-10.902580521452949,50.0064061499039
XCEL ENERGY INC.,AA-,1000,0.0,-10.902580521452949,50.0064061499039
XCEL ENERGY INC.,A-,1000,0.0,-7.661576940668128,50.0064061499039
XEROX CORPORATION,BB+,1000,0.0,-3.3876451883777463,50.0064061499039
XEROX CORPORATION,BB+,1000,0.0,-3.3876451883777463,50.0064061499039
XEROX CORPORATION,BB+,1000,0.0,-3.3876451883777463,50.0064061499039
XEROX CORPORATION,BB,1000,0.0,-2.3073106614494723,50.0064061499039
"XPO Logistics, Inc.",B+,1000,0.0,-0.5040983122803055,50.0064061499039
"XPO Logistics, Inc.",BBB-,1000,0.0,-4.8254364199934034,50.0064061499039
"XPO Logistics, Inc.",BBB-,1000,0.0,-4.8254364199934034,50.0064061499039
"XPO Logistics, Inc.",B,1000,0.05588235294117647,0.5762362146479685,50.0064061499039
"XPO Logistics, Inc.",B-,1000,0.625,1.6565707415762434,50.0064061499039
Xcel Energy Inc.,A-,1000,0.0,-7.661576940668128,50.0064061499039
Xcel Energy Inc.,A,1000,0.0,-8.7419114675964,50.0064061499039
Xerox Corporation,BBB,1000,0.0,-5.548314242234294,50.0064061499039
Xerox Corporation,BBB,1000,0.0,-5.548314242234294,50.0064061499039
"YUM! BRANDS, INC.",BBB,1000,0.0,-6.134811527526217,50.0064061499039
"YUM! BRANDS, INC.",BBB,1000,0.0,-6.134811527526217,50.0064061499039
"YUM! BRANDS, INC.",BBB,1000,0.0,-6.134811527526217,50.0064061499039
"YUM! BRANDS, INC.",BBB,1000,0.0,-6.134811527526217,50.0064061499039
"YUM! BRANDS, INC.",BBB,1000,0.0,-6.134811527526217,50.0064061499039
"YUM! BRANDS, INC.",BBB,1000,0.0,-6.134811527526217,50.0064061499039
"YUM! BRANDS, INC.",BBB-,1000,0.0,-5.054477000597945,50.0064061499039
Yamana Gold Inc.,BB+,1000,0.0,-3.3669727102782474,50.0064061499039
Yamana Gold Inc.,BB+,1000,0.0,-3.3669727102782474,50.0064061499039
York Water Co. (The),A-,1000,0.0,-7.692866764688565,50.0064061499039
Yum! Brands Inc.,BBB,1000,0.0,-6.134811527526217,50.0064061499039
Yum! Brands Inc.,BB,1000,0.0,-2.8938079467413953,50.0064061499039
Zebra Technologies Corp.,B+,1000,0.05588235294117647,0.33928251008050125,50.0064061499039
Zoetis Inc.,BBB,1000,0.0,-6.180330490679115,50.0064061499039
Zoetis Inc.,BBB-,1000,0.0,-5.0999959637508425,50.0064061499039
Zoetis Inc.,BBB,1000,0.0,-6.180330490679115,50.0064061499039
eBay Inc.,AA,1000,0.0,-12.173242389961308,50.0064061499039
eBay Inc.,BBB,1000,0.0,-5.691235228391662,50.0064061499039
"iHeartCommunications, Inc.",CCC+,1000,0.9716931216931216,2.716754598624446,50.0064061499039
"iHeartCommunications, Inc.",CCC,1000,1.0,3.79708912555272,50.0064061499039
3M Company,A+,1000,0.0,-10.975624840760853,50.0064061499039
AECOM,BB,1000,0.0,-2.6073508921056305,50.0064061499039
AECOM,BB,1000,0.0,-2.740705573421229,50.0064061499039
ALLETE Inc.,A,1000,0.0,-8.6768826429688,50.0064061499039
AMC Networks Inc.,BB-,1000,0.0,-1.2366709012473738,50.0064061499039
ASML Holding N.V.,BBB+,1000,0.0,-7.168386824565738,50.0064061499039
"AVANGRID, Inc.",BBB+,1000,0.0,-6.4659629925194295,50.0064061499039
"AVANGRID, Inc.",BBB+,1000,0.0,-6.4659629925194295,50.0064061499039
Abbott Laboratories,AAA,1000,0.0,-14.329441820470121,50.0064061499039
Abbott Laboratories,AAA,1000,0.0,-14.329441820470121,50.0064061499039
Abbott Laboratories,AAA,1000,0.0,-14.329441820470121,50.0064061499039
